,transaction_amount,quantity,customer_age,is_fraudulent,account_age_days,transaction_hour,transaction_day,transaction_month,encoded_payment_method,encoded_product_category,encoded_device_used
26379,210.27,2,31,0,331,12,0,1,1,1,2
26380,308.87,4,43,0,191,7,2,1,3,2,0
26381,210.56,5,28,0,138,3,2,2,2,0,0
26382,180.26,3,30,0,147,20,1,3,1,1,0
26383,151.7,2,44,0,266,2,6,2,1,3,0
26384,11.76,4,26,0,7,7,4,1,3,4,2
26385,79.98,1,30,0,249,17,0,2,1,0,0
26386,262.25,4,20,0,152,23,5,2,3,0,2
26387,1041.62,3,23,0,67,10,0,3,2,2,1
26388,104.19,3,30,0,20,16,5,2,3,0,0
26389,126.92,1,48,0,54,7,3,3,0,3,0
26390,165.33,5,19,0,169,10,0,4,1,1,1
26391,79.77,3,24,0,48,22,1,1,1,4,0
26392,79.09,1,32,1,19,5,3,1,2,4,2
26393,96.78,2,37,0,117,1,6,1,0,3,0
26394,93.03,1,34,0,338,13,4,3,0,2,1
26395,386.23,2,38,0,330,19,4,1,2,4,2
26396,855.44,5,30,0,84,1,0,1,1,1,2
26397,24.03,2,29,0,88,23,5,2,1,2,0
26398,189.61,1,37,0,166,4,2,3,2,2,2
26399,112.34,3,32,0,263,22,0,2,0,3,2
26400,217.88,4,31,1,182,2,6,3,1,1,2
26401,353.46,1,39,0,222,17,2,3,2,0,2
26402,202.11,2,40,0,345,17,3,1,3,0,2
26403,526.64,3,18,0,149,11,6,2,1,3,2
26404,60.53,2,25,0,113,8,0,1,1,0,0
26406,93.7,5,28,0,107,11,3,1,3,2,1
26407,37.52,1,41,0,260,10,0,1,3,3,1
26408,84.6,2,35,0,186,11,2,1,1,4,0
26409,909.15,5,29,1,27,22,0,1,0,1,2
26410,41.42,2,25,0,141,23,1,1,0,1,0
26411,143.34,4,46,0,79,20,3,2,2,1,1
26413,25.31,2,26,0,157,19,5,1,0,0,2
26414,445.74,3,49,0,152,2,0,3,2,2,0
26415,96.38,4,46,0,236,14,6,2,1,2,2
26416,32.42,3,16,0,45,4,1,2,3,3,2
26417,139.21,2,51,0,319,10,6,2,0,4,2
26418,219.27,3,32,0,260,9,3,2,0,3,1
26419,231.79,5,30,0,265,13,1,4,2,3,0
26420,299.0,2,45,0,77,2,4,2,2,3,0
26421,251.48,4,52,0,293,14,2,2,0,4,1
26422,284.78,5,48,0,69,7,0,1,0,2,1
26423,265.11,2,47,0,171,17,2,1,2,2,0
26424,232.69,5,19,0,303,11,4,3,3,1,1
26425,142.48,4,23,0,263,0,6,1,1,4,0
26426,47.47,3,43,0,246,4,4,3,3,2,1
26427,290.73,4,21,0,237,6,4,2,3,3,2
26428,191.13,1,30,0,216,23,6,2,0,0,1
26429,71.78,4,31,0,204,17,3,3,1,1,0
26430,189.14,3,30,0,155,12,2,1,2,3,0
26431,278.99,3,29,0,362,11,5,3,3,4,1
26432,214.65,5,42,1,234,2,4,3,0,0,0
26433,14.85,5,27,1,217,3,6,1,1,1,2
26434,206.73,3,33,0,275,5,6,2,0,1,2
26435,30.32,3,33,0,291,7,2,3,2,0,2
26436,125.87,5,25,0,127,14,6,3,1,2,1
26437,203.51,5,35,0,145,19,6,2,1,1,1
26438,165.14,1,27,0,301,13,4,2,2,3,1
26439,142.89,1,31,0,92,8,1,3,2,0,0
26440,40.86,1,41,0,42,17,2,1,2,1,0
26441,152.96,3,37,0,102,10,4,3,1,3,1
26442,122.56,5,55,0,183,21,5,2,2,2,0
26443,33.58,3,27,0,362,18,6,1,3,1,2
26444,488.66,2,64,0,72,7,5,3,0,2,2
26445,390.75,3,30,0,280,3,1,1,2,2,0
26446,711.59,1,28,0,117,14,5,1,1,4,0
26447,138.91,1,30,0,35,12,0,3,0,3,0
26448,502.46,4,40,0,344,4,1,3,1,4,0
26449,262.99,5,32,0,67,21,2,1,0,2,2
26450,864.07,3,36,0,37,15,4,2,0,2,1
26451,241.51,5,38,0,267,22,6,3,1,3,0
26452,174.08,2,44,0,151,3,2,4,0,4,0
26453,506.07,2,29,0,119,6,4,1,2,4,2
26454,209.42,3,33,0,282,10,5,3,2,2,1
26455,287.2,2,41,0,99,13,0,2,2,4,0
26456,20.13,1,30,0,346,9,0,3,0,4,0
26457,69.2,3,25,0,172,14,5,2,0,2,1
26458,113.07,5,40,0,200,21,2,1,2,4,2
26459,483.74,2,29,0,51,15,0,3,3,2,1
26460,211.24,5,37,0,86,10,5,2,0,2,0
26461,103.05,5,33,0,134,15,0,3,0,1,0
26462,39.58,3,45,1,18,13,2,1,3,0,2
26463,302.69,1,20,0,197,21,4,1,2,1,0
26464,108.47,2,31,0,266,6,4,2,0,4,0
26465,158.77,1,30,0,21,2,1,2,1,1,0
26466,60.44,2,48,0,8,21,5,1,3,1,0
26467,158.75,3,47,0,269,2,5,2,2,0,1
26469,118.4,1,25,0,298,21,5,3,0,1,1
26470,170.66,2,32,0,21,11,0,3,3,2,2
26471,607.47,3,48,0,290,23,4,2,0,2,0
26472,226.25,4,22,0,296,9,1,2,3,2,2
26473,48.65,1,38,0,18,19,4,2,3,1,1
26474,57.51,1,39,0,51,7,0,2,0,1,0
26475,318.11,1,40,0,79,0,2,3,1,0,0
26476,88.57,3,28,0,223,13,5,2,0,4,0
26477,66.53,5,26,0,318,2,4,1,3,2,2
26478,198.06,3,40,0,216,10,0,2,3,4,2
26479,401.09,1,40,0,331,18,4,3,1,1,0
26480,172.99,3,30,0,31,21,1,4,3,3,0
26481,21.89,4,31,0,149,12,4,3,2,2,0
26482,282.23,2,29,0,39,23,2,2,2,0,2
26483,512.85,2,41,1,10,5,2,1,1,0,2
26484,66.74,2,24,0,166,1,3,1,2,1,2
26485,589.06,3,35,0,228,20,1,2,0,4,2
26486,158.85,1,34,0,242,12,5,3,2,1,2
26487,17.61,4,48,0,363,0,5,1,3,1,0
26488,138.72,2,48,0,45,17,0,2,3,4,2
26489,11.48,3,52,0,264,17,5,2,3,2,1
26490,394.6,2,26,0,30,10,6,3,0,2,1
26491,633.98,2,27,0,279,1,0,2,1,3,1
26492,161.4,1,40,0,120,23,2,2,0,3,0
26493,151.55,1,43,0,152,9,2,1,1,2,1
26494,125.77,2,33,0,237,6,5,2,0,1,1
26495,17.15,4,25,0,68,16,2,2,1,4,1
26496,220.02,3,42,0,279,6,4,1,3,0,2
26497,310.61,4,40,0,99,4,0,2,2,2,0
26498,13.6,2,38,0,297,21,0,2,3,4,1
26499,326.0,2,35,0,248,18,2,2,0,3,1
26500,19.34,5,33,0,311,3,0,3,2,2,1
26501,386.69,1,27,0,10,1,4,3,3,2,1
26502,131.71,2,20,0,23,16,1,2,2,2,2
26503,45.57,1,36,0,152,20,0,1,1,3,0
26504,88.11,1,49,0,130,8,0,1,2,3,0
26505,44.97,4,44,0,111,16,6,3,2,0,0
26506,338.09,2,38,0,171,17,0,2,3,0,1
26507,104.05,2,44,0,15,12,2,3,0,0,0
26508,76.2,5,44,0,152,8,4,2,2,1,2
26509,240.33,4,35,0,2,4,2,1,1,0,1
26510,127.19,4,40,0,300,6,5,3,0,2,2
26511,682.14,3,33,0,165,14,4,2,1,4,2
26512,116.28,4,38,0,342,6,4,3,0,0,1
26513,55.01,1,26,0,80,13,6,2,2,3,2
26514,330.64,5,33,0,198,13,0,2,3,0,0
26515,143.6,3,46,0,29,22,3,2,3,0,1
26516,275.23,2,44,0,14,7,0,2,2,4,0
26517,47.28,4,35,0,216,5,4,1,0,0,2
26518,190.07,4,27,0,202,13,4,2,0,0,0
26519,20.11,3,31,0,102,2,4,1,0,3,0
26520,97.98,2,37,0,260,4,2,2,0,0,1
26521,105.2,5,48,0,333,21,6,2,0,3,2
26522,229.85,3,51,0,50,0,2,2,2,1,1
26523,27.28,4,26,0,251,12,1,2,1,0,2
26524,55.53,2,41,0,82,6,1,3,2,4,0
26525,309.7,3,42,0,150,1,0,1,1,4,1
26526,413.78,5,39,1,5,14,3,2,2,0,1
26527,18.46,4,46,0,74,2,0,1,2,3,0
26528,371.06,4,32,0,18,5,3,1,2,0,0
26529,106.61,5,33,0,161,3,4,3,2,1,2
26530,45.95,2,36,1,24,17,0,1,1,3,0
26531,365.1,1,44,0,79,5,6,1,0,0,1
26532,128.49,2,27,0,275,16,4,2,2,2,0
26533,139.87,2,33,0,354,8,6,2,2,2,0
26534,135.45,3,19,0,254,20,3,1,3,1,1
26535,159.47,5,37,0,3,21,3,1,3,4,2
26536,211.59,4,42,0,21,12,3,3,1,3,0
26537,309.0,4,35,1,14,10,0,1,1,2,0
26538,210.77,3,23,0,364,20,2,3,0,4,1
26539,77.19,1,21,0,197,9,3,3,2,0,2
26541,210.35,2,46,0,175,10,5,1,3,1,0
26542,211.45,1,29,0,296,6,4,3,2,0,0
26543,196.65,3,51,0,300,23,5,2,2,1,1
26544,751.28,1,24,0,51,9,6,2,3,2,1
26545,61.37,1,46,0,345,7,6,2,0,4,2
26546,23.68,1,50,0,96,20,0,3,2,2,2
26547,142.28,5,35,0,171,13,0,2,3,4,2
26549,123.79,3,32,0,55,0,0,2,1,3,1
26550,196.6,1,41,0,282,16,3,3,0,3,2
26551,288.76,3,25,0,57,18,6,3,1,2,2
26552,311.88,1,44,0,192,16,0,2,1,4,1
26553,22.91,3,37,0,303,17,4,3,3,0,1
26554,135.65,5,39,0,26,18,5,3,0,2,0
26555,57.05,2,17,1,257,4,4,1,3,2,2
26556,145.37,5,46,0,147,6,0,3,1,0,1
26557,87.92,3,29,0,37,22,6,3,1,4,0
26558,402.83,3,27,0,229,16,3,2,0,4,0
26559,480.34,1,46,0,128,12,6,2,1,0,0
26560,336.3,1,37,0,99,12,3,1,3,2,2
26561,16.22,3,35,0,360,17,4,2,0,3,2
26562,161.12,4,36,1,30,20,1,1,0,2,1
26563,49.82,5,39,0,50,23,2,3,2,4,2
26564,23.77,4,16,0,296,16,2,2,2,4,1
26565,20.36,5,35,0,336,13,2,2,0,3,2
26566,266.98,5,28,0,200,10,2,2,1,3,0
26567,371.24,1,31,0,319,10,5,3,2,4,0
26568,76.64,5,34,0,239,15,5,1,3,3,1
26569,83.03,2,42,0,36,12,1,4,2,2,1
26570,158.84,1,54,0,181,6,4,3,3,1,2
26571,361.51,2,34,0,108,5,1,3,0,2,2
26572,39.88,5,40,0,160,11,1,2,2,0,0
26573,41.54,4,37,0,194,20,0,4,1,1,2
26574,318.79,5,34,0,68,18,1,3,1,3,2
26575,797.93,4,30,0,42,14,6,2,3,3,0
26576,127.19,4,33,0,32,18,0,2,3,2,2
26577,109.01,5,31,0,272,21,5,1,0,4,0
26578,1191.82,1,48,0,209,16,0,3,1,4,2
26579,240.33,4,48,0,45,16,5,3,0,1,2
26580,44.01,2,22,0,286,8,1,3,3,4,0
26581,23.8,3,31,0,29,3,5,3,2,3,1
26582,991.81,2,47,0,115,20,4,1,3,2,0
26583,92.68,4,37,0,68,11,4,2,2,4,0
26584,222.83,4,34,0,335,21,1,1,2,1,2
26585,416.55,4,51,0,93,22,2,2,3,0,0
26586,65.54,4,44,0,236,20,0,2,1,2,1
26587,622.8,2,32,0,137,14,6,2,3,0,1
26588,745.24,5,36,1,26,4,1,2,1,2,2
26589,118.58,5,42,0,114,15,1,2,2,2,0
26590,136.78,3,33,0,105,20,1,3,2,0,1
26591,216.32,2,35,0,193,20,1,1,2,4,1
26592,134.08,2,37,0,64,13,4,1,3,4,2
26593,328.82,2,34,0,77,17,1,1,1,2,2
26594,49.72,1,33,0,192,5,1,3,3,4,2
26595,19.97,3,34,0,146,15,4,2,0,2,1
26596,228.18,5,36,0,286,16,3,2,1,3,2
26597,197.95,5,25,0,159,15,6,2,2,3,1
26598,122.72,1,24,0,141,3,4,1,0,0,2
26599,49.24,5,35,0,35,20,6,1,1,3,2
26600,99.32,5,42,0,103,4,3,2,2,2,0
26601,85.35,2,38,0,310,2,3,1,2,2,2
26602,390.06,3,50,0,277,21,5,2,3,0,2
26603,86.21,1,34,0,218,1,1,2,0,1,1
26604,339.25,2,25,0,176,8,6,2,1,3,0
26605,794.75,2,28,0,348,18,5,1,1,2,2
26606,222.39,1,38,0,255,4,6,1,0,3,0
26607,530.45,4,38,0,174,9,6,2,2,0,1
26608,304.15,4,60,0,285,20,2,3,3,4,2
26609,63.36,1,37,0,24,21,4,1,2,3,1
26610,247.01,1,31,0,187,17,6,3,3,1,2
26611,66.73,4,22,0,215,15,4,3,3,2,0
26612,93.78,2,26,0,310,6,5,1,3,3,2
26613,259.49,4,37,0,337,19,5,1,3,0,2
26614,132.05,3,44,0,304,6,2,2,0,0,2
26615,338.15,4,42,0,122,13,0,3,3,1,1
26616,228.72,3,27,0,96,11,5,2,0,2,1
26617,232.85,1,20,0,295,21,2,1,3,4,0
26618,250.68,2,29,0,168,0,5,3,3,1,0
26619,87.4,3,38,0,124,9,0,1,3,4,0
26620,378.9,3,26,0,122,20,0,2,2,4,0
26622,492.02,2,45,0,242,3,0,2,2,4,1
26623,500.48,5,29,0,90,1,3,2,0,0,2
26624,230.32,4,26,0,310,11,2,2,3,0,2
26625,170.12,5,47,0,252,16,0,1,0,0,2
26626,120.39,5,21,0,45,9,1,2,1,2,2
26627,215.64,2,37,0,286,4,6,1,2,2,1
26628,177.29,1,47,0,176,13,1,1,0,3,0
26629,75.42,1,32,0,358,12,0,2,0,1,1
26630,147.65,3,46,0,243,14,4,1,0,2,0
26631,122.74,1,48,0,242,20,3,2,2,1,0
26632,24.55,2,37,0,230,6,3,1,0,3,2
26633,94.62,2,40,0,76,10,3,3,1,4,1
26635,53.71,4,36,0,40,6,5,3,0,1,0
26636,25.15,3,31,0,284,17,4,1,1,3,0
26637,61.14,4,24,0,301,15,1,2,1,1,0
26638,103.59,2,42,0,326,23,3,2,0,3,1
26639,41.07,1,18,0,22,9,2,3,2,3,0
26640,19.21,4,40,0,203,18,0,3,3,3,0
26641,697.8,4,36,0,288,23,0,4,0,2,2
26642,291.35,4,29,0,59,21,4,1,2,3,1
26643,295.32,5,36,0,7,12,2,2,0,3,2
26645,83.43,5,33,0,211,20,2,3,3,2,2
26646,79.52,2,35,0,297,7,0,1,3,2,0
26647,49.03,3,43,0,326,13,0,3,1,1,2
26648,117.85,2,24,0,258,1,3,1,3,3,2
26649,13.13,5,34,0,58,20,6,3,2,0,1
26650,594.42,5,38,0,212,16,1,3,3,3,2
26651,99.92,3,48,0,115,0,5,1,2,4,2
26652,196.57,2,43,0,232,23,4,2,2,2,2
26653,512.12,5,38,0,349,18,2,1,0,2,1
26654,26.02,1,44,0,155,13,2,2,1,3,1
26655,266.78,2,40,0,352,21,6,3,2,1,2
26656,131.24,1,42,0,32,21,0,1,1,0,1
26657,74.84,1,42,0,293,6,2,1,0,0,0
26658,306.39,1,41,0,79,18,6,3,1,3,2
26659,93.81,2,50,0,21,4,6,1,2,2,2
26660,282.05,4,26,0,233,9,4,2,0,1,0
26661,64.89,4,21,0,302,17,6,3,2,3,0
26662,48.48,2,39,0,63,13,6,2,0,2,1
26663,323.64,1,43,0,330,1,4,3,1,2,0
26664,34.71,5,37,0,252,3,5,1,1,1,0
26665,249.41,2,56,0,28,8,3,2,1,2,2
26666,26.79,5,40,0,328,6,2,3,0,4,2
26667,145.02,5,37,0,228,9,2,2,1,1,2
26668,141.77,3,32,0,97,7,5,3,1,0,2
26669,49.24,1,29,0,104,1,0,2,3,4,1
26670,279.2,5,26,0,186,18,5,2,0,3,1
26671,101.5,1,37,0,204,16,1,3,1,2,0
26672,43.48,4,39,0,67,14,0,3,3,2,2
26673,19.08,3,46,0,88,15,2,3,1,2,2
26674,231.83,4,30,0,91,16,3,3,0,0,0
26675,138.48,2,28,0,85,18,0,2,1,0,2
26676,292.67,4,21,0,334,1,6,1,1,3,0
26677,325.28,4,53,0,262,13,6,3,1,3,2
26678,347.41,1,38,0,358,13,4,3,2,2,1
26679,224.02,5,35,0,56,1,0,2,1,3,0
26680,675.34,3,28,0,173,8,5,3,3,2,2
26681,133.68,4,30,0,307,7,5,1,3,2,0
26683,167.28,2,18,0,320,0,3,1,2,3,0
26684,222.74,5,26,0,59,0,6,2,3,0,0
26685,111.19,4,23,0,157,11,6,1,2,4,1
26686,29.08,4,44,0,362,15,2,1,2,3,1
26687,386.46,2,40,0,200,9,0,2,1,1,0
26688,236.55,2,32,1,27,5,1,2,2,0,2
26689,305.39,4,18,0,247,9,2,1,1,4,2
26690,167.85,4,44,0,182,15,5,3,0,4,1
26691,383.26,4,37,0,206,6,6,3,3,4,1
26692,21.49,5,26,0,8,19,4,3,0,0,0
26693,258.68,5,35,0,3,21,1,3,0,2,2
26694,49.94,1,35,0,218,19,5,2,0,1,2
26695,54.08,1,34,0,67,18,5,1,1,1,0
26696,602.81,5,39,0,82,20,6,2,0,3,2
26697,238.54,1,30,0,140,21,1,3,0,4,2
26698,168.46,1,42,0,62,7,5,2,2,0,0
26699,554.38,4,33,0,288,5,6,1,1,3,0
26700,237.54,2,43,0,192,3,0,3,0,0,2
26701,30.93,2,39,0,24,15,6,3,0,2,2
26702,119.53,3,39,0,353,2,3,3,1,3,1
26703,1268.4,2,23,1,8,19,0,1,2,0,0
26704,62.57,4,39,0,103,12,5,3,1,3,2
26705,70.0,5,38,0,302,10,6,1,2,3,2
26706,26.53,4,22,0,231,9,0,1,0,3,0
26707,30.71,2,28,0,115,10,5,1,2,3,2
26708,326.54,1,33,0,290,4,2,3,1,1,2
26709,251.63,2,23,0,1,8,2,3,2,3,0
26710,138.63,2,42,0,79,14,5,1,0,0,2
26711,86.0,4,31,0,167,19,3,1,0,4,1
26712,108.75,1,28,0,328,1,5,1,0,3,0
26713,49.21,4,49,0,77,23,3,3,2,2,1
26714,383.64,3,42,0,274,9,2,1,0,0,2
26715,394.82,1,35,0,255,19,5,3,3,3,2
26716,433.8,4,30,0,359,19,0,3,3,3,1
26717,263.41,3,35,0,208,15,4,2,1,3,0
26718,71.39,2,33,0,200,14,1,1,2,2,1
26719,653.7,1,46,0,36,19,6,1,0,3,1
26720,27.03,2,39,0,202,18,2,1,2,2,1
26721,1119.04,5,42,1,14,17,6,1,3,1,0
26722,276.18,4,29,0,252,19,2,2,0,1,1
26723,27.58,4,28,0,15,20,2,2,2,4,0
26724,31.25,2,23,0,324,11,6,3,1,0,1
26725,106.8,3,31,0,133,6,3,3,2,2,2
26726,74.95,1,25,0,320,23,1,1,0,3,0
26727,207.74,1,35,0,238,14,0,3,2,3,2
26728,177.05,2,30,0,234,0,5,2,3,4,2
26729,26.32,1,30,0,72,14,4,1,0,2,2
26730,475.66,3,21,0,179,7,1,1,1,2,1
26731,334.44,4,40,0,284,10,2,2,1,3,2
26732,363.45,2,42,0,119,15,4,1,3,3,2
26733,852.23,1,43,0,166,7,3,1,0,4,1
26734,970.01,1,31,0,288,11,2,2,3,0,0
26735,16.47,5,29,0,307,23,3,3,3,1,0
26736,143.45,5,29,0,331,15,4,2,1,3,0
26737,608.38,2,22,0,225,0,2,1,2,2,1
26738,87.48,4,34,0,151,4,0,3,2,4,1
26739,14.5,4,44,0,195,8,3,3,1,2,2
26740,28.3,1,38,0,312,21,2,1,2,1,1
26741,354.48,2,43,0,334,23,5,3,0,1,0
26742,79.29,1,32,1,121,5,2,2,2,3,1
26743,96.93,4,32,0,325,3,2,1,3,2,1
26744,359.12,2,40,0,44,2,3,3,2,1,0
26745,388.45,3,24,0,197,22,3,1,1,3,2
26746,52.01,1,25,0,118,18,1,3,1,1,2
26747,214.15,5,42,1,237,4,5,1,2,2,2
26748,59.74,3,41,0,273,7,1,2,1,2,0
26749,58.95,1,36,0,164,3,3,1,0,4,2
26750,319.48,4,56,0,82,6,2,3,0,2,2
26751,316.91,3,30,0,183,8,1,2,3,3,1
26752,52.34,2,29,0,136,12,6,1,1,2,1
26753,27.21,3,32,0,233,22,1,2,1,4,2
26755,1176.57,1,36,0,168,8,0,3,1,3,1
26756,181.97,5,30,0,329,4,6,2,0,2,0
26757,475.34,5,46,0,56,22,4,3,1,0,1
26758,116.4,1,40,0,153,15,6,2,2,0,2
26760,561.64,5,49,0,284,7,1,1,1,2,1
26761,95.24,2,45,0,147,18,3,2,3,0,0
26762,368.57,1,27,0,164,20,1,2,1,3,1
26763,47.33,2,30,0,259,6,4,3,0,0,0
26764,104.74,1,31,0,320,5,4,1,3,4,1
26765,236.86,1,45,0,181,20,5,3,1,2,0
26766,162.5,2,26,0,33,17,4,3,1,4,1
26767,562.35,2,41,0,43,12,1,3,3,3,0
26768,15.07,2,27,0,62,19,0,3,0,3,2
26769,168.39,2,27,0,339,20,5,3,0,1,1
26770,137.6,5,43,0,159,22,6,1,0,4,0
26771,160.23,1,44,0,6,22,5,2,3,1,0
26772,658.86,4,24,0,120,23,6,1,2,3,1
26773,50.41,2,25,0,147,17,4,1,3,3,1
26774,533.78,4,32,0,339,20,5,1,2,2,1
26775,513.91,4,43,0,82,17,1,2,2,1,2
26776,110.14,2,38,0,208,13,5,1,0,2,0
26777,628.62,4,17,0,29,10,2,3,3,1,0
26778,209.63,3,60,0,345,19,1,1,1,3,0
26779,429.89,5,34,1,3,1,5,1,1,0,2
26780,22.5,1,31,0,185,19,1,2,1,2,2
26781,68.96,5,30,0,221,20,1,3,3,1,1
26782,615.37,4,38,0,236,14,2,3,0,3,1
26783,131.8,5,45,0,50,0,2,3,3,3,2
26784,385.9,1,23,0,61,2,2,3,2,2,1
26785,35.33,5,38,0,270,2,5,3,1,2,1
26786,292.5,4,31,0,87,6,1,1,1,0,0
26787,354.53,4,37,0,361,12,1,3,3,1,0
26788,52.06,3,57,0,42,13,1,2,2,2,0
26789,480.13,3,23,0,297,7,6,1,2,4,2
26790,116.56,1,39,0,210,4,3,3,0,1,2
26792,13.48,2,35,0,114,7,0,1,3,4,0
26793,652.94,5,38,0,277,10,1,1,0,4,1
26794,593.11,3,42,0,262,12,2,2,2,4,1
26795,30.55,5,27,0,58,10,5,3,3,3,1
26796,43.28,3,28,0,312,21,4,3,0,2,2
26797,164.65,2,36,0,254,7,2,3,0,0,1
26798,70.0,2,35,0,18,2,3,2,1,4,2
26799,20.15,3,28,0,184,18,3,3,2,4,1
26800,154.2,3,45,0,23,14,4,3,0,4,0
26801,458.09,2,42,0,330,11,6,3,3,0,0
26802,167.99,1,37,0,300,10,4,2,0,3,2
26804,91.48,4,31,0,266,21,5,3,0,4,1
26805,93.25,2,27,0,171,0,2,2,1,3,1
26806,475.1,3,51,0,319,6,2,3,0,2,1
26808,241.5,3,43,0,93,8,3,3,3,4,1
26809,169.58,2,43,0,270,5,4,3,2,2,0
26810,495.07,4,29,0,307,15,4,3,3,1,0
26811,33.74,5,17,0,45,11,2,3,0,3,2
26812,75.8,5,33,0,92,16,5,1,3,4,0
26813,47.96,2,22,0,234,12,1,1,1,1,2
26814,70.3,4,35,1,219,10,1,1,3,0,0
26815,46.62,2,30,0,65,20,5,2,3,4,1
26816,542.28,5,36,0,142,2,1,3,1,0,1
26817,13.6,4,37,0,158,15,0,3,1,2,1
26818,127.53,2,35,0,113,15,5,3,0,3,2
26819,48.61,2,33,0,176,23,0,2,0,3,0
26820,151.93,1,26,0,262,13,6,1,1,2,1
26821,258.94,1,33,0,346,3,6,1,3,4,1
26822,32.41,5,23,0,246,19,1,2,1,1,0
26824,520.13,5,27,1,73,3,1,4,0,2,2
26825,188.78,5,40,0,165,5,1,2,2,0,2
26826,586.92,2,27,0,184,5,5,3,0,4,1
26827,75.33,5,42,0,347,21,5,1,0,2,2
26828,39.83,2,33,0,257,13,1,1,0,3,0
26829,375.12,3,35,0,260,19,4,1,1,2,1
26830,476.8,1,19,0,58,16,4,1,1,3,1
26831,127.27,3,19,0,233,16,5,3,3,4,0
26832,457.57,5,34,0,108,1,2,1,3,2,2
26833,203.54,4,33,0,169,1,2,1,0,0,0
26834,41.27,3,37,0,93,15,0,1,3,4,0
26835,117.61,5,31,0,90,15,4,3,2,0,2
26836,596.52,2,30,0,288,9,2,3,2,3,0
26837,378.19,3,33,0,190,0,3,1,1,2,0
26838,409.19,3,41,0,200,4,0,1,3,1,0
26839,466.6,1,29,0,48,6,4,2,0,2,0
26840,22.83,5,28,0,29,18,0,2,3,3,2
26842,19.02,5,37,0,36,6,6,3,0,3,1
26843,293.24,2,19,0,8,8,4,3,2,3,2
26844,126.49,1,35,0,153,22,3,3,1,0,2
26845,177.59,4,33,0,238,0,5,1,0,0,1
26846,331.3,4,20,0,52,11,1,2,2,4,2
26847,16.91,3,21,0,363,15,4,2,1,2,1
26848,879.69,1,29,0,357,19,1,2,1,3,1
26849,337.34,4,39,0,169,17,6,3,1,3,0
26850,110.87,3,33,0,326,20,6,1,2,1,0
26851,567.57,3,39,0,90,1,1,1,3,1,2
26852,188.71,1,40,0,176,22,4,3,3,3,1
26853,199.61,1,24,0,86,15,5,3,0,4,2
26854,342.86,1,32,0,334,19,4,1,0,3,2
26855,43.24,1,54,0,59,15,6,1,0,0,1
26856,179.93,4,27,0,260,14,3,1,0,4,1
26857,56.48,5,43,0,312,9,2,2,0,4,2
26858,276.65,4,29,0,318,11,5,2,0,0,1
26859,176.83,3,25,0,197,4,2,2,1,0,1
26860,185.81,4,23,0,34,19,6,1,0,2,0
26861,53.69,4,36,0,264,23,6,1,2,2,2
26862,311.98,3,42,0,311,5,2,3,2,3,1
26863,44.54,2,35,0,315,22,6,3,2,4,0
26864,135.08,5,48,0,174,20,6,3,1,2,1
26865,354.32,4,36,0,24,13,0,2,1,0,2
26866,26.68,1,39,0,216,4,4,2,3,0,2
26867,247.25,5,34,1,2,5,5,1,2,4,0
26868,273.64,1,36,0,132,6,2,1,2,4,0
26869,39.37,5,21,0,272,17,3,2,1,4,0
26870,316.57,4,49,0,324,22,4,3,0,4,2
26871,33.05,3,36,0,262,2,6,2,2,4,0
26872,236.11,5,46,0,320,12,3,1,3,3,1
26873,24.03,5,35,0,77,4,5,3,1,0,1
26874,26.81,1,24,0,31,2,2,3,2,1,0
26875,208.98,5,36,0,132,16,0,3,3,0,0
26877,444.63,4,43,0,12,23,1,2,0,3,2
26878,533.68,1,38,0,255,9,3,2,3,2,2
26879,72.14,4,39,0,19,16,0,1,3,0,2
26880,299.79,1,36,0,278,6,2,3,2,3,1
26881,91.27,2,21,0,317,16,5,3,0,1,0
26882,179.44,1,38,0,259,11,6,1,1,4,2
26883,247.07,5,20,0,328,19,1,3,3,1,2
26884,90.42,4,47,0,303,20,3,3,1,1,1
26886,39.05,3,44,0,45,10,6,3,2,0,1
26887,25.39,3,33,0,331,22,1,2,1,1,0
26888,259.95,4,35,0,355,8,3,3,2,3,0
26889,195.53,3,54,0,109,0,0,1,1,0,0
26890,37.06,5,36,0,61,1,0,1,1,0,1
26891,20.83,5,37,0,298,19,3,3,3,1,2
26892,275.17,2,42,1,124,1,4,1,2,1,2
26893,16.31,5,25,0,212,8,4,3,0,2,1
26894,228.51,3,54,0,8,13,5,1,3,2,1
26895,79.2,1,28,0,162,16,6,2,0,0,0
26896,16.2,5,29,0,160,4,5,3,3,4,2
26897,31.93,2,47,0,22,6,4,1,3,1,0
26899,237.61,1,32,0,81,18,5,2,1,1,1
26900,57.18,3,39,0,96,23,2,2,1,1,1
26901,49.4,1,27,0,128,20,3,2,3,4,1
26902,290.77,1,48,0,348,17,3,2,2,3,2
26903,364.96,5,35,0,296,3,2,1,3,3,0
26904,286.66,5,21,0,129,0,1,2,2,0,2
26905,556.6,4,21,0,22,16,1,4,2,4,2
26906,525.67,5,25,0,111,21,4,3,1,1,1
26907,654.54,3,44,0,38,9,1,3,0,1,1
26908,585.74,4,43,0,150,9,1,2,1,3,2
26909,518.08,5,23,0,198,0,3,1,1,3,2
26910,198.37,4,33,0,194,7,0,1,2,2,2
26911,22.43,1,45,0,228,6,6,2,3,4,0
26912,43.55,2,48,0,151,13,2,2,0,3,1
